STITCH ID STEREO,MEDRA TERM UMLS CONCEPT ID,se_count
CID000004051,"['C0085605', 'C0038362', 'C0042029', 'C0006277', 'C0027497', 'C0344232', 'C0232487', 'C0019080', 'C0007286', 'C0013404', 'C0009676', 'C0036396', 'C0267792', 'C0002170', 'C0027697', 'C0026858', 'C0542571', 'C2047937', 'C0232462', 'C0004093', 'C0030554', 'C0020523', 'C0009806', 'C0013447', 'C0151662', 'C0016382', 'C0011175', 'C0031350', 'C0025222', 'C0042373', 'C0023530', 'C0017181', 'C1368065', 'C0020517', 'C0030312', 'C0085649', 'C0018801', 'C0013295', 'C0022346', 'C0015967', 'C0002871', 'C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0041969', 'C0231528', 'C0038999', 'C0035455', 'C1253936', 'C0020433', 'C0021053', 'C0043144', 'C0023067', 'C0027051', 'C0009319', 'C0040264', 'C0042571', 'C0011603', 'C0497247', 'C0151904', 'C0004936', 'C2830004', 'C0017168', 'C1443060', 'C0232492', 'C0017152', 'C0027441', 'C0041657', 'C0149745', 'C0391870', 'C0038325', 'C0041349', 'C0008033', 'C0687133', 'C0009763', 'C0037274', 'C1565489', 'C0236075', 'C0041912', 'C0004604', 'C0151664', 'C0014868', 'C0233472', 'C0003873', 'C0006444', 'C0233494', 'C0018681', 'C0042384', 'C0231218', 'C0021400', 'C0002994', 'C0025061', 'C0037763', 'C0038358', 'C0086565', 'C0039070', 'C0041582', 'C0014518', 'C0001824', 'C0003811', 'C0004096', 'C0039231', 'C0232461', 'C0030252', 'C0085633', 'C0521839', 'C0035078', 'C0036974', 'C0151539', 'C0022660', 'C0043096', 'C0006266', 'C0151766', 'C0151905', 'C0009450', 'C0042023', 'C0948089', 'C0085932', 'C0018802', 'C0235431', 'C0009782', 'C0030305', 'C0027765', 'C0235437', 'C0036572', 'C0014724', 'C0013395', 'C0043352', 'C0003467', 'C0233407', 'C1384353', 'C0494559', 'C0162429', 'C0423791', 'C0017178', 'C0013604', 'C0030196', 'C0740401', 'C0162830', 'C0003864', 'C0043094', 'C0002962', 'C0002792', 'C0030193', 'C0015230', 'C0034150', 'C0234913', 'C0518015', 'C0236151', 'C0015672', 'C0020538', 'C0037199', 'C0086543', 'C0010200', 'C0042075', 'C0040034', 'C0600142', 'C0030920', 'C0151577', 'C0021845', 'C0042963', 'C0948594', 'C0042109', 'C0014742', 'C0041834', 'C0080274', 'C0035243', 'C0003862', 'C0917801', 'C0027769', 'C0015397', 'C0011606', 'C0152031', 'C0013378', 'C0234215', 'C3665347', 'C0001925', 'C0018926', 'C0012833', 'C0018799', 'C0019158', 'C0020458', 'C0025289', 'C0020649', 'C0340865', 'C0040822', 'C0853760', 'C0018965', 'C0033774', 'C2697368', 'C0025290']",192
CID000004054,"['C0020461', 'C0006277', 'C0027947', 'C0042487', 'C0242350', 'C0036396', 'C0013182', 'C0004623', 'C0235086', 'C2047937', 'C0018824', 'C0005940', 'C0085129', 'C0014591', 'C0003635', 'C0017181', 'C0012569', 'C0020517', 'C0018808', 'C0003578', 'C0010038', 'C0000737', 'C0027066', 'C0020456', 'C0151904', 'C0004936', 'C0017152', 'C0232849', 'C0151888', 'C0015929', 'C0031117', 'C0003850', 'C0009763', 'C0031212', 'C0549385', 'C0011206', 'C0231218', 'C0038358', 'C0013384', 'C0021141', 'C0001824', 'C0003811', 'C0151699', 'C0030252', 'C0004245', 'C0237849', 'C0018790', 'C0006266', 'C0034065', 'C0085628', 'C0856054', 'C0024299', 'C0948089', 'C0234632', 'C0037822', 'C0030305', 'C0004238', 'C0014724', 'C0043352', 'C0008031', 'C0018099', 'C0235416', 'C0027932', 'C0030196', 'C0278134', 'C0243026', 'C0009241', 'C0043094', 'C0034150', 'C0030193', 'C0025345', 'C0010200', 'C0549249', 'C1956346', 'C0005741', 'C0080274', 'C0015397', 'C0022408', 'C0019079', 'C0004134', 'C0040261', 'C0853019', 'C0020458', 'C0018965', 'C0042029', 'C0027497', 'C0007785', 'C0013595', 'C0575090', 'C0003507', 'C0007286', 'C0013404', 'C0010399', 'C0520966', 'C0403632', 'C0151786', 'C0020580', 'C0015371', 'C0024228', 'C0022107', 'C0007117', 'C0011570', 'C0233632', 'C0016382', 'C0011175', 'C0025222', 'C0023530', 'C0149871', 'C0027092', 'C0019294', 'C0012817', 'C0015967', 'C0522224', 'C0013922', 'C0027849', 'C0035455', 'C0346156', 'C0021053', 'C0026946', 'C2830004', 'C0011168', 'C0242422', 'C2173677', 'C0011253', 'C0011053', 'C0003537', 'C0001339', 'C0041912', 'C0018681', 'C0027651', 'C1456784', 'C0021400', 'C0025061', 'C0020550', 'C0007820', 'C0085632', 'C0235874', 'C0004096', 'C0085633', 'C0035078', 'C0036974', 'C0424295', 'C0151539', 'C0022660', 'C0428977', 'C0012813', 'C0002622', 'C0151970', 'C0018802', 'C0413252', 'C0040479', 'C0034063', 'C0008350', 'C0023518', 'C0040046', 'C0007137', 'C0018800', 'C0029456', 'C0017574', 'C0234913', 'C0149904', 'C0005779', 'C0086543', 'C0018991', 'C0042075', 'C0015732', 'C0026857', 'C0042963', 'C0038663', 'C0152027', 'C0003862', 'C0027769', 'C0015393', 'C0013378', 'C0011124', 'C0012833', 'C0019158', 'C0020676', 'C0020649', 'C0040822', 'C0033774', 'C0042345', 'C0344232', 'C0029878', 'C0009676', 'C0428974', 'C0543467', 'C0004093', 'C0024437', 'C0855242', 'C0030554', 'C0239978', 'C0020615', 'C0019360', 'C0019112', 'C1384666', 'C0085649', 'C0018801', 'C1258215', 'C3263723', 'C0002871', 'C0004144', 'C0278008', 'C0016204', 'C0014549', 'C0041969', 'C0231528', 'C0085593', 'C0007642', 'C0020433', 'C0340464', 'C0011603', 'C0150450', 'C0855329', 'C0010692', 'C1443060', 'C0011849', 'C0038325', 'C0233414', 'C0235472', 'C0025209', 'C1565489', 'C0853225', 'C0033975', 'C0004604', 'C0014868', 'C0233472', 'C0011551', 'C0851578', 'C0006444', 'C0233494', 'C0000833', 'C0024305', 'C0151827', 'C0085602', 'C0033575', 'C0086439', 'C0032326', 'C0020473', 'C0232461', 'C0233471', 'C0007787', 'C0521839', 'C0043096', 'C0020621', 'C0151766', 'C0151905', 'C0852911', 'C0042023', 'C0032285', 'C0852733', 'C2937358', 'C0009782', 'C0016479', 'C0022904', 'C0027796', 'C0392525', 'C0027765', 'C0235437', 'C0013395', 'C0003467', 'C0870082', 'C0017178', 'C0021775', 'C0020488', 'C0026266', 'C0235490', 'C0424000', 'C0018524', 'C0002962', 'C0015230', 'C0001807', 'C0040034', 'C0600142', 'C0948594', 'C0016655', 'C0151878', 'C0039240', 'C0020625', 'C0234215', 'C0032290', 'C0038454', 'C0085605', 'C0019080', 'C0009421', 'C0006384', 'C0019270', 'C0686347', 'C0023380', 'C0522055', 'C0267792', 'C0002170', 'C0232462', 'C0235996', 'C0014130', 'C0020672', 'C0151825', 'C0034933', 'C0009806', 'C0013447', 'C0151662', 'C0031350', 'C0028084', 'C0042373', 'C1145670', 'C0034359', 'C1368065', 'C0011334', 'C0030312', 'C0042035', 'C0026826', 'C0011071', 'C0740394', 'C0687713', 'C0267596', 'C0011991', 'C1167965', 'C0030232', 'C0023067', 'C0027051', 'C0009319', 'C0040264', 'C0018944', 'C0042571', 'C0017168', 'C0016658', 'C1306341', 'C0027441', 'C0041657', 'C0149745', 'C2979982', 'C0015256', 'C0338831', 'C0037274', 'C0236075', 'C0151632', 'C0040460', 'C0340726', 'C0575081', 'C0021177', 'C0040435', 'C0013456', 'C0086565', 'C0039070', 'C0085612', 'C0007222', 'C0039231', 'C0027962', 'C0085631', 'C0151908', 'C0017601', 'C0009450', 'C0032617', 'C0085932', 'C0235431', 'C0029882', 'C0085584', 'C0042024', 'C0036572', 'C0233407', 'C1384353', 'C0031542', 'C0029408', 'C0162429', 'C0020651', 'C0013604', 'C0009760', 'C0027540', 'C0035305', 'C0003864', 'C0024117', 'C0037299', 'C0518015', 'C0236151', 'C0015672', 'C0034155', 'C0020538', 'C0032461', 'C0037199', 'C0020443', 'C0006840', 'C0042109', 'C0014742', 'C0043349', 'C0917801', 'C0240840', 'C0035317', 'C3665347', 'C0013428', 'C0018799', 'C0017160']",391
CID000004057,"['C0039231', 'C0030252', 'C0027497', 'C0002792', 'C0152032', 'C0344232', 'C0009676', 'C0242350', 'C0020620', 'C0026961', 'C2830004', 'C0004093', 'C1443060', 'C0042109', 'C0042963', 'C0080274', 'C2364111', 'C0917801', 'C0009806', 'C0027769', 'C0000731', 'C0043352', 'C0152198', 'C0233494', 'C0012833', 'C0018681', 'C0020517', 'C0235238']",28
CID000004058,"['C0027497', 'C0151828', 'C0855223', 'C0009421', 'C0009676', 'C0520966', 'C0026961', 'C0232462', 'C0162297', 'C0004093', 'C0855242', 'C0009806', 'C0022107', 'C0241934', 'C0235146', 'C0016382', 'C0020517', 'C1392046', 'C0522224', 'C0027066', 'C0030232', 'C0233477', 'C0042571', 'C0011603', 'C2830004', 'C1443060', 'C0041657', 'C0033975', 'C0233472', 'C0011206', 'C0018681', 'C1456784', 'C0037763', 'C0232431', 'C0013384', 'C0039070', 'C0039231', 'C0030252', 'C0085633', 'C0036974', 'C0085631', 'C0424295', 'C0235032', 'C0018790', 'C0428977', 'C0017086', 'C0231530', 'C0036572', 'C0043352', 'C0003467', 'C0233407', 'C0235063', 'C0031542', 'C0020651', 'C0013604', 'C0018524', 'C0002792', 'C0015230', 'C0020538', 'C0549249', 'C0016059', 'C0026205', 'C0042963', 'C0042109', 'C0041834', 'C0080274', 'C0332534', 'C0917801', 'C1142412', 'C3665347', 'C0011124', 'C0038587', 'C0012833', 'C0003460', 'C0020458', 'C0020649', 'C0040822', 'C0033774', 'C0855775']",79
CID000004060,"['C0014518', 'C0001824', 'C0013362', 'C0085636', 'C0043094', 'C0027497', 'C0027947', 'C0015230', 'C0497156', 'C0015672', 'C0002874', 'C0009676', 'C0011603', 'C0040034', 'C0002170', 'C0019829', 'C0549567', 'C2830004', 'C0004093', 'C0034069', 'C1443060', 'C0042963', 'C0014742', 'C0085702', 'C0024299', 'C0152267', 'C0917801', 'C0027726', 'C0038325', 'C0017566', 'C0027769', 'C0022107', 'C0022408', 'C0018939', 'C0011606', 'C0009763', 'C0014457', 'C0004134', 'C0033975', 'C0008489', 'C0036572', 'C0023530', 'C0002888', 'C0024141', 'C0233494', 'C0012569', 'C0012833', 'C0019158', 'C0020517', 'C0029408', 'C0030312', 'C0023518', 'C0002878', 'C0022346', 'C0040822', 'C0013604', 'C0024305', 'C0002871', 'C0028738', 'C1266194']",60
CID000004062,"['C0003578', 'C0039231', 'C0027497', 'C0038999', 'C0085593', 'C0002792', 'C0004245', 'C0013604', 'C0344232', 'C0036974', 'C0020538', 'C0085631', 'C0040264', 'C0018790', 'C0428977', 'C0162297', 'C2830004', 'C0004093', 'C0042963', 'C0042109', 'C0041834', 'C0030554', 'C0041657', 'C0080274', 'C0001122', 'C0037383', 'C0002928', 'C0007166', 'C0151311', 'C0027769', 'C0522224', 'C0042024', 'C0025287', 'C0004604', 'C0036572', 'C0003467', 'C0035232', 'C0023052', 'C0233494', 'C0012833', 'C0018681', 'C0020517', 'C0020458', 'C0025289', 'C0020649', 'C0002994', 'C0040822', 'C0340865', 'C0033774', 'C0521591', 'C0015967', 'C0039070', 'C0085612']",53
CID000004064,"['C0001824', 'C0003811', 'C0011991', 'C0038362', 'C0039231', 'C0030252', 'C0027497', 'C0002792', 'C0034150', 'C0085593', 'C0013362', 'C0857305', 'C0497156', 'C0036974', 'C0013491', 'C0002874', 'C0085631', 'C0042571', 'C0011603', 'C0006266', 'C2830004', 'C0004093', 'C0028961', 'C0042963', 'C0014742', 'C0030554', 'C0041657', 'C0033246', 'C0038325', 'C0085932', 'C0392676', 'C0011606', 'C0031256', 'C0014457', 'C0004134', 'C0235146', 'C0023530', 'C0011609', 'C0242461', 'C1368065', 'C0012833', 'C0018681', 'C0020517', 'C0003460', 'C0085649', 'C0423791', 'C0002994', 'C0020649', 'C0033774', 'C0015967', 'C0039070']",51
CID000004075,"['C0235315', 'C0038362', 'C0006277', 'C0027947', 'C0232487', 'C2242737', 'C0311468', 'C0919715', 'C0026858', 'C0595916', 'C2047937', 'C0005940', 'C0014591', 'C0149931', 'C0018378', 'C0017181', 'C0020517', 'C0042267', 'C0160390', 'C0009324', 'C0000737', 'C0151904', 'C0004936', 'C0040409', 'C0017152', 'C0232849', 'C0025874', 'C0235639', 'C0031117', 'C0009763', 'C0032231', 'C0011206', 'C0231218', 'C0702166', 'C0001824', 'C0026976', 'C0030252', 'C0034068', 'C0036454', 'C0237849', 'C0549373', 'C0006266', 'C0853746', 'C0030305', 'C0004238', 'C0085624', 'C0014724', 'C0043352', 'C0008031', 'C0018099', 'C0849796', 'C0020624', 'C0043094', 'C0002792', 'C0030193', 'C0033687', 'C0002418', 'C0010200', 'C0151577', 'C0041834', 'C0015397', 'C0022408', 'C0018932', 'C0392386', 'C0002453', 'C0001925', 'C0038238', 'C0438142', 'C0020458', 'C0018965', 'C0235378', 'C0042029', 'C0027497', 'C0013595', 'C0836924', 'C0013404', 'C0027697', 'C0403632', 'C0151798', 'C0027726', 'C0039239', 'C0011570', 'C0234458', 'C0040053', 'C0085641', 'C0025222', 'C0023530', 'C0015967', 'C0023646', 'C0006849', 'C0239571', 'C0035455', 'C0021053', 'C2830004', 'C0232492', 'C0011168', 'C0541832', 'C0005758', 'C0011053', 'C0744727', 'C0235896', 'C0001339', 'C0041912', 'C0018681', 'C1323189', 'C0021400', 'C0025061', 'C0017672', 'C1510410', 'C0235874', 'C0004096', 'C1800706', 'C0085633', 'C0035078', 'C0036974', 'C0016385', 'C0151539', 'C0022660', 'C0008325', 'C0232495', 'C0024523', 'C0232726', 'C0852908', 'C0151970', 'C0853149', 'C0008350', 'C0023518', 'C0014743', 'C0162830', 'C1527407', 'C0234913', 'C0149904', 'C3495920', 'C0042075', 'C0006145', 'C0015732', 'C1274594', 'C0022661', 'C0042963', 'C0497365', 'C0003862', 'C0549475', 'C0027769', 'C0013378', 'C0404521', 'C0010346', 'C0011124', 'C0012833', 'C0019158', 'C0851536', 'C0020649', 'C0040822', 'C1609512', 'C0033774', 'C0033777', 'C0008370', 'C3160771', 'C0344232', 'C0033775', 'C0009676', 'C0151907', 'C0011615', 'C0151479', 'C0948525', 'C0004093', 'C0855242', 'C0019572', 'C0030554', 'C0151594', 'C0239978', 'C0033247', 'C0019112', 'C0024141', 'C0085649', 'C0022346', 'C0013295', 'C0006272', 'C0002871', 'C0016204', 'C0041969', 'C0231528', 'C0085593', 'C0013491', 'C0011603', 'C0010692', 'C1443060', 'C0038325', 'C0085077', 'C0041349', 'C0018939', 'C0549493', 'C0151799', 'C0004509', 'C1565489', 'C0004604', 'C0233472', 'C0003873', 'C0233494', 'C0006147', 'C0687707', 'C0151827', 'C0033575', 'C0232461', 'C0521839', 'C0002874', 'C0043096', 'C0151766', 'C0033771', 'C0151905', 'C0314719', 'C0852911', 'C0042023', 'C0032285', 'C0009782', 'C0022904', 'C0027765', 'C0013395', 'C0003467', 'C0007859', 'C0039971', 'C0017178', 'C0019193', 'C2939147', 'C0002962', 'C0015230', 'C0024902', 'C0040034', 'C1279945', 'C0948594', 'C0023895', 'C0021359', 'C0234215', 'C0013473', 'C0032290', 'C0948586', 'C0085605', 'C0497156', 'C0019080', 'C0009421', 'C0023380', 'C0267792', 'C0002170', 'C0232462', 'C0235996', 'C0542571', 'C0009806', 'C0013447', 'C0426636', 'C0151662', 'C1260880', 'C0234233', 'C0031350', 'C0042373', 'C0438717', 'C0030312', 'C0151723', 'C0042035', 'C0031039', 'C0026826', 'C0687713', 'C0267596', 'C0011991', 'C0085606', 'C0040264', 'C0009319', 'C0034886', 'C0042571', 'C0027441', 'C0041657', 'C0149745', 'C0025323', 'C0853813', 'C0237326', 'C0037274', 'C0014457', 'C2363730', 'C2363731', 'C0021843', 'C0151632', 'C0206062', 'C0002994', 'C0037763', 'C0013456', 'C0039070', 'C0039231', 'C0151610', 'C0270996', 'C0151908', 'C0151596', 'C0026975', 'C0022658', 'C0009450', 'C0085932', 'C0235431', 'C0024115', 'C0233407', 'C1384353', 'C0029408', 'C0020651', 'C0013604', 'C0002390', 'C0020453', 'C0003864', 'C0033860', 'C0013390', 'C0020598', 'C0032227', 'C0034212', 'C0518015', 'C0015672', 'C0020538', 'C0037199', 'C0006840', 'C0022354', 'C0027059', 'C0042109', 'C0014742', 'C0917801', 'C1142412', 'C0014534', 'C0000731', 'C0700345', 'C0013428', 'C0027339', 'C0018799', 'C0031046', 'C0151763', 'C0017160']",328
CID000004086,"['C0003811', 'C0011991', 'C0231528', 'C0039231', 'C0277884', 'C0030252', 'C0027497', 'C0085593', 'C0030193', 'C0002792', 'C0013604', 'C0344232', 'C0232487', 'C0015672', 'C0036974', 'C0020538', 'C0010200', 'C0006266', 'C0020621', 'C2830004', 'C0004093', 'C0042963', 'C0042109', 'C0948594', 'C0041657', 'C0917801', 'C0277890', 'C0027769', 'C0013378', 'C0009024', 'C0043352', 'C0008031', 'C0233494', 'C0012833', 'C0018681', 'C0020517', 'C0020458', 'C0021400', 'C0340865', 'C0004096', 'C0037763', 'C0040822', 'C0033774', 'C0015967', 'C0039070']",45
CID000004091,"['C0027497', 'C0027947', 'C0232487', 'C0344232', 'C0013404', 'C0023380', 'C0267792', 'C0232462', 'C2047937', 'C0004093', 'C0152517', 'C0018621', 'C0020672', 'C0030554', 'C0001122', 'C0020580', 'C0009806', 'C0020615', 'C1260880', 'C0016382', 'C0011175', 'C0042373', 'C0149931', 'C0085649', 'C0220982', 'C3263723', 'C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0242528', 'C0231528', 'C0085593', 'C0035455', 'C0021053', 'C0026946', 'C0011603', 'C0518988', 'C2830004', 'C0700361', 'C1443060', 'C0232492', 'C0027441', 'C0041657', 'C0027424', 'C0018939', 'C0031117', 'C0080194', 'C0037274', 'C1565489', 'C0041912', 'C0002888', 'C0040460', 'C0018681', 'C0231218', 'C0021400', 'C0025061', 'C0037763', 'C0013456', 'C0039070', 'C0030252', 'C0036974', 'C0428977', 'C0151766', 'C0162287', 'C0009450', 'C1291078', 'C0009782', 'C0030305', 'C0152029', 'C0413252', 'C0027765', 'C0476273', 'C0013395', 'C0008031', 'C1384353', 'C0162429', 'C0017178', 'C0013604', 'C0030196', 'C0750426', 'C0002962', 'C0042847', 'C0015230', 'C0015672', 'C0020538', 'C0037195', 'C0006145', 'C0002965', 'C0040034', 'C0042963', 'C0042109', 'C0948594', 'C0041834', 'C0015397', 'C1322281', 'C0000731', 'C0013378', 'C0234215', 'C0235710', 'C0027339', 'C0162275', 'C0009938', 'C0012833', 'C0018799', 'C0019158', 'C0020458', 'C0020649', 'C2697368', 'C0040822', 'C0040425', 'C0033774']",112
CID000004095,"['C0031924', 'C0027497', 'C0011616', 'C0018674', 'C0151740', 'C0234192', 'C0009676', 'C0026961', 'C0232462', 'C0162297', 'C0240417', 'C0520888', 'C0004093', 'C0020672', 'C0855242', 'C0037383', 'C0009806', 'C0022107', 'C1260880', 'C0235146', 'C0016382', 'C0042514', 'C0020517', 'C1392046', 'C0018801', 'C0151723', 'C0015967', 'C0687713', 'C0000737', 'C0011991', 'C0017675', 'C0038999', 'C0085593', 'C0340464', 'C0233477', 'C0042571', 'C0011603', 'C0152128', 'C0043387', 'C2830004', 'C0016658', 'C1443060', 'C0027441', 'C0041657', 'C0687133', 'C0020619', 'C0018681', 'C0037763', 'C0853117', 'C0039070', 'C0003811', 'C0039231', 'C0030252', 'C0036974', 'C0085631', 'C0018790', 'C0043096', 'C0020621', 'C0428977', 'C0231530', 'C0024115', 'C0413252', 'C0040479', 'C0036572', 'C0043352', 'C0003467', 'C0034063', 'C0233407', 'C0235063', 'C0031542', 'C0020651', 'C0013604', 'C0029456', 'C0878544', 'C0018524', 'C0043094', 'C0002792', 'C0030193', 'C0015230', 'C0040034', 'C0026205', 'C0042510', 'C0042963', 'C0016655', 'C0042109', 'C0041834', 'C0080274', 'C0917801', 'C0151878', 'C3665347', 'C0002453', 'C0011124', 'C0038587', 'C0012833', 'C0020458', 'C0020649', 'C0152227', 'C0040822', 'C0033774', 'C0855775']",100
CID000004100,"['C0014518', 'C0162830', 'C0001824', 'C0011991', 'C0085605', 'C0027497', 'C0002792', 'C0015230', 'C0857305', 'C1167965', 'C0015672', 'C0002874', 'C0009676', 'C0040264', 'C0151579', 'C0042571', 'C0011603', 'C0085620', 'C0232462', 'C2830004', 'C2047937', 'C0004093', 'C0151798', 'C1443060', 'C0032617', 'C0042109', 'C0014742', 'C0030554', 'C0042963', 'C0017979', 'C0038325', 'C0018939', 'C0013378', 'C0234215', 'C0392525', 'C0025222', 'C0036572', 'C0220981', 'C0013395', 'C0023530', 'C0027092', 'C0018681', 'C0231218', 'C0342579', 'C0030312', 'C0002878', 'C0017178', 'C0018965', 'C0015967']",49
CID000004101,"['C0011603', 'C0013428', 'C0034359', 'C0027497', 'C0232487', 'C0015230', 'C0017178', 'C0033774', 'C0042963', 'C0018965', 'C0013395']",11
CID000004107,"['C0027497', 'C0002792', 'C0030193', 'C0015230', 'C0344232', 'C0036974', 'C0009676', 'C0520966', 'C0042571', 'C0011603', 'C0022354', 'C0428977', 'C2830004', 'C1443060', 'C0042109', 'C0042963', 'C0041657', 'C0002622', 'C0027424', 'C0917801', 'C0009763', 'C0013378', 'C0016382', 'C0036572', 'C0013395', 'C0023530', 'C0012569', 'C0012833', 'C0018681', 'C0020517', 'C0020649', 'C0002994', 'C0022346', 'C0033774', 'C0040046', 'C0015967', 'C3263723', 'C0039070', 'C0028738']",39
CID000004114,"['C0162830', 'C0003811', 'C0027497', 'C0015230', 'C0013604', 'C0026113', 'C0038814', 'C0151908', 'C0237849', 'C0042571', 'C0011603', 'C0019348', 'C1619702', 'C0009450', 'C2047937', 'C0016436', 'C1443060', 'C0042109', 'C0041834', 'C0917801', 'C0005758', 'C0085932', 'C0027769', 'C0011570', 'C0234233', 'C0037274', 'C0013378', 'C0234215', 'C0013395', 'C0021368', 'C0024141', 'C0233494', 'C0012833', 'C0018681', 'C0020517', 'C0231218', 'C0162834', 'C0020649', 'C0234894', 'C0037763', 'C0017178', 'C0033774', 'C0015967', 'C0241136', 'C0162835']",45
CID000004120,"['C0039231', 'C0030252', 'C0027497', 'C0002792', 'C0152032', 'C0344232', 'C0009676', 'C0242350', 'C0020620', 'C0026961', 'C2830004', 'C0004093', 'C1443060', 'C0042109', 'C0042963', 'C2364111', 'C0917801', 'C0009806', 'C0027769', 'C0000731', 'C0043352', 'C0152198', 'C0233494', 'C0012833', 'C0018681', 'C0020517', 'C0235238']",27
CID000004121,"['C0740394', 'C0162830', 'C0001824', 'C0011991', 'C0027497', 'C0002792', 'C0034150', 'C0015230', 'C0221185', 'C0344232', 'C0002874', 'C0085631', 'C0042571', 'C0011603', 'C0040034', 'C0020456', 'C0037023', 'C0232462', 'C0004093', 'C0262988', 'C0042963', 'C0042109', 'C1291078', 'C0014742', 'C0030554', 'C0020437', 'C0017979', 'C0038325', 'C0009806', 'C0032285', 'C0030305', 'C0476273', 'C0023530', 'C0034063', 'C1368065', 'C0012833', 'C0018681', 'C0020517', 'C0042384', 'C0342579', 'C1318520', 'C0162429', 'C0235416', 'C0002878', 'C0020651', 'C0022346', 'C0037763', 'C0015967']",48
CID000004139,"['C0162119', 'C0699828', 'C0687713', 'C0000737', 'C0003811', 'C0011991', 'C0041969', 'C0039231', 'C0027497', 'C0002792', 'C0030193', 'C0015230', 'C0020433', 'C0021053', 'C0020538', 'C0013404', 'C0085631', 'C0009676', 'C0151907', 'C0042075', 'C2939465', 'C0011603', 'C0026961', 'C0004936', 'C0236053', 'C1443060', 'C0042109', 'C0042963', 'C0015397', 'C0037274', 'C0003537', 'C0013687', 'C0027765', 'C0015376', 'C0042373', 'C0013395', 'C0333355', 'C0231835', 'C0003467', 'C0151735', 'C0013428', 'C0008031', 'C0012833', 'C0018681', 'C0018799', 'C0020458', 'C0242184', 'C0020649', 'C0025061', 'C0002878', 'C0017178', 'C0019054', 'C0040046', 'C0015967', 'C0040822', 'C0027540']",56
